perfil;red_social;tweets_post_totales;tweets_post_diarios;seguidores_fans_totales;seguidores_fans_diarios;fecha
Museos de Castilla y León;1;869;2;9127;-1;19/01/2024
Castilla y León Digital;1;2046;4;3454;4;19/01/2024
FUESCYL Fundación Universidades;1;388;1;3667;1;19/01/2024
Familia;1;461;2;2133;3;19/01/2024
Deporte en Castilla y León;1;704;4;1984;16;19/01/2024
Patrimonio Castilla y León;1;508;0;1427;0;19/01/2024
Tierra de Sabor;1;4187;3;64660;2;20/01/2024
Patrimonio Natural;1;378;1;10474;50;20/01/2024
FUESCYL Fundación Universidades;1;388;0;3667;0;20/01/2024
Castilla y León Exterior;1;65;0;1022;0;20/01/2024
Salud+JCYL;1;932;2;50364;-2;21/01/2024
Turismo Castilla y León es Vida;1;1003;1;94996;32;21/01/2024
CREFES Formación y Estudios Sociales;1;45;0;3564;0;21/01/2024
FUESCYL Fundación Universidades;1;388;0;3667;0;21/01/2024
Castilla y León Exterior;1;65;0;1022;0;21/01/2024
Patrimonio Castilla y León;1;508;0;1429;1;21/01/2024
Empresas JCYL - ICE;1;0;0;916;0;21/01/2024
Instituto de la Juventud de Castilla y León;1;1902;5;18041;15;22/01/2024
Comunicación Junta de Castilla y León;1;1316;4;38131;5;22/01/2024
Turismo Castilla y León es Vida;1;1004;1;95031;35;22/01/2024
Tierra de Sabor;1;4191;2;64707;43;22/01/2024
Archivos de Castilla y León;1;773;2;6938;-1;22/01/2024
FUESCYL Fundación Universidades;1;390;2;3667;0;22/01/2024
Patrimonio Castilla y León;1;508;0;1429;0;22/01/2024
Salud+JCYL;1;941;4;50368;-2;23/01/2024
Comunicación Junta de Castilla y León;1;1325;9;38133;2;23/01/2024
Centro de Emergencias Castilla y León 112;1;2056;6;23013;22;23/01/2024
Turismo Castilla y León es Vida;1;1007;3;95046;15;23/01/2024
Tierra de Sabor;1;4193;2;64758;51;23/01/2024
CREFES Formación y Estudios Sociales;1;45;0;3564;0;23/01/2024
Marca Territorio;1;330;2;4109;1;23/01/2024
Patrimonio Natural;1;381;1;11014;371;23/01/2024
Castilla y León Digital;1;2059;4;3463;4;23/01/2024
FUESCYL Fundación Universidades;1;391;1;3667;0;23/01/2024
Familia;1;465;1;2142;3;23/01/2024
Empresas JCYL - ICE;1;0;0;917;0;23/01/2024
Museos de Castilla y León;1;881;2;9132;1;24/01/2024
Comunicación Junta de Castilla y León;1;1328;3;38136;3;24/01/2024
Tierra de Sabor;1;4197;4;64806;48;24/01/2024
Familia;1;469;4;2141;-1;24/01/2024
Salud+JCYL;1;948;3;50371;0;25/01/2024
Centro de Emergencias Castilla y León 112;1;2070;7;23034;8;25/01/2024
Marca Territorio;1;334;2;4112;3;25/01/2024
Empleo en Castilla y León;1;3592;16;14398;7;25/01/2024
Salud+JCYL;1;951;3;50372;1;26/01/2024
Centro de Emergencias Castilla y León 112;1;2078;8;23039;5;26/01/2024
Turismo Castilla y León es Vida;1;1021;3;95070;-1;26/01/2024
Tierra de Sabor;1;4202;2;64871;29;26/01/2024
ECLAP Escuela de Administración Pública;1;463;1;4086;0;26/01/2024
Marca Territorio;1;336;2;4113;1;26/01/2024
Patrimonio Natural;1;384;1;11341;84;26/01/2024
Castilla y León Digital;1;2073;3;3473;3;26/01/2024
FUESCYL Fundación Universidades;1;394;2;3669;2;26/01/2024
Empleo en Castilla y León;1;3611;19;14400;2;26/01/2024
ITACYL Instituto Técnico Agrario;1;1428;1;2872;0;26/01/2024
Familia;1;473;2;2145;2;26/01/2024
Patrimonio Castilla y León;1;508;0;1429;0;26/01/2024
Comunicación Junta de Castilla y León;1;1349;4;38159;9;27/01/2024
Centro de Emergencias Castilla y León 112;1;2086;8;23057;18;27/01/2024
Archivos de Castilla y León;1;783;2;6940;0;27/01/2024
Marca Territorio;1;337;1;4114;1;27/01/2024
Patrimonio Natural;1;385;1;11437;96;27/01/2024
Castilla y León Exterior;1;65;0;1024;1;27/01/2024
ITACYL Instituto Técnico Agrario;1;1429;1;2872;0;27/01/2024
Familia;1;473;0;2145;0;27/01/2024
Deporte en Castilla y León;1;717;0;2092;0;27/01/2024
Salud+JCYL;1;956;2;50371;-1;28/01/2024
Museos de Castilla y León;1;889;2;9139;3;28/01/2024
Centro de Emergencias Castilla y León 112;1;2091;5;23077;20;28/01/2024
Tierra de Sabor;1;4207;2;64939;30;28/01/2024
Archivos de Castilla y León;1;785;2;6940;0;28/01/2024
ECLAP Escuela de Administración Pública;1;466;2;4085;-1;28/01/2024
FUESCYL Fundación Universidades;1;394;0;3670;0;28/01/2024
Castilla y León Exterior;1;65;0;1024;0;28/01/2024
ITACYL Instituto Técnico Agrario;1;1430;1;2872;0;28/01/2024
Deporte en Castilla y León;1;717;0;2093;1;28/01/2024
Empresas JCYL - ICE;1;0;0;918;0;28/01/2024
Instituto de la Juventud de Castilla y León;1;1935;6;18141;21;29/01/2024
Museos de Castilla y León;1;891;2;9139;0;29/01/2024
Comunicación Junta de Castilla y León;1;1355;4;38165;3;29/01/2024
Archivos de Castilla y León;1;787;2;6940;0;29/01/2024
CREFES Formación y Estudios Sociales;1;45;0;3565;0;29/01/2024
ECLAP Escuela de Administración Pública;1;467;1;4085;0;29/01/2024
ITACYL Instituto Técnico Agrario;1;1433;3;2872;0;29/01/2024
Familia;1;476;3;2148;2;29/01/2024
Museos de Castilla y León;1;893;2;9139;0;30/01/2024
Turismo Castilla y León es Vida;1;1034;2;95108;2;30/01/2024
ECLAP Escuela de Administración Pública;1;468;1;4086;1;30/01/2024
Patrimonio Natural;1;388;1;11554;23;30/01/2024
Castilla y León Digital;1;2085;3;3484;1;30/01/2024
FUESCYL Fundación Universidades;1;395;0;3671;2;30/01/2024
Empleo en Castilla y León;1;3645;14;14417;11;30/01/2024
Salud+JCYL;1;964;3;50374;1;31/01/2024
Turismo Castilla y León es Vida;1;1036;2;95113;5;31/01/2024
Tierra de Sabor;1;4215;2;64956;0;31/01/2024
Archivos de Castilla y León;1;791;2;6942;1;31/01/2024
CREFES Formación y Estudios Sociales;1;45;0;3564;-1;31/01/2024
Marca Territorio;1;344;2;4131;2;31/01/2024
Patrimonio Natural;1;389;1;11577;23;31/01/2024
Castilla y León Digital;1;2089;4;3492;8;31/01/2024
Castilla y León Exterior;1;65;0;1024;0;31/01/2024
ITACYL Instituto Técnico Agrario;1;1438;1;2873;2;31/01/2024
Deporte en Castilla y León;1;720;1;2097;0;31/01/2024
Patrimonio Castilla y León;1;508;0;1430;1;31/01/2024
Centro de Emergencias Castilla y León 112;1;2117;5;23135;14;1/02/2024
ECLAP Escuela de Administración Pública;1;471;2;4085;-1;1/02/2024
Marca Territorio;1;346;2;4135;4;1/02/2024
Castilla y León Exterior;1;65;0;1024;0;1/02/2024
Deporte en Castilla y León;1;720;0;2097;0;1/02/2024
Patrimonio Castilla y León;1;508;0;1430;0;1/02/2024
Empresas JCYL - ICE;1;0;0;919;0;1/02/2024
ECLAP Escuela de Administración Pública;1;472;1;4085;0;2/02/2024
Castilla y León Digital;1;2096;3;3495;1;2/02/2024
Castilla y León Exterior;1;65;0;1024;0;2/02/2024
Empresas JCYL - ICE;1;0;0;919;0;2/02/2024
Salud+JCYL;1;972;2;50375;1;3/02/2024
Centro de Emergencias Castilla y León 112;1;2129;7;23148;7;3/02/2024
Turismo Castilla y León es Vida;1;1040;1;95115;1;3/02/2024
ECLAP Escuela de Administración Pública;1;473;1;4088;3;3/02/2024
Marca Territorio;1;349;1;4135;1;3/02/2024
Empleo en Castilla y León;1;3691;4;14439;3;3/02/2024
Comunicación Junta de Castilla y León;1;1393;3;38212;13;4/02/2024
Tierra de Sabor;1;4224;2;64958;-1;4/02/2024
Archivos de Castilla y León;1;799;2;6943;1;4/02/2024
CREFES Formación y Estudios Sociales;1;45;0;3565;0;4/02/2024
Patrimonio Natural;1;393;1;11666;30;4/02/2024
Castilla y León Exterior;1;65;0;1024;0;4/02/2024
Familia;1;482;0;2166;1;4/02/2024
Empresas JCYL - ICE;1;0;0;920;1;4/02/2024
Turismo Castilla y León es Vida;1;1043;2;95120;-1;5/02/2024
ECLAP Escuela de Administración Pública;1;476;2;4088;0;5/02/2024
Patrimonio Natural;1;394;1;11694;28;5/02/2024
Deporte en Castilla y León;1;721;1;2108;6;5/02/2024
CREFES Formación y Estudios Sociales;1;45;0;3565;0;6/02/2024
Castilla y León Digital;1;2109;3;3510;4;6/02/2024
FUESCYL Fundación Universidades;1;404;2;3675;0;6/02/2024
ITACYL Instituto Técnico Agrario;1;1445;1;2874;1;6/02/2024
Empresas JCYL - ICE;1;0;0;921;1;6/02/2024
Instituto de la Juventud de Castilla y León;1;1977;5;18185;5;7/02/2024
Comunicación Junta de Castilla y León;1;1408;4;38256;10;7/02/2024
Centro de Emergencias Castilla y León 112;1;2146;4;23214;24;7/02/2024
Tierra de Sabor;1;4232;3;65020;20;7/02/2024
Patrimonio Natural;1;396;1;11714;10;7/02/2024
Castilla y León Digital;1;2113;4;3513;3;7/02/2024
Empleo en Castilla y León;1;3741;18;14458;9;7/02/2024
ITACYL Instituto Técnico Agrario;1;1447;2;2875;1;7/02/2024
Deporte en Castilla y León;1;724;1;2111;0;7/02/2024
Empresas JCYL - ICE;1;0;0;921;0;7/02/2024
Instituto de la Juventud de Castilla y León;1;1982;5;18188;3;8/02/2024
Museos de Castilla y León;1;915;3;9157;1;8/02/2024
Comunicación Junta de Castilla y León;1;1413;5;38271;15;8/02/2024
Archivos de Castilla y León;1;807;2;6944;-1;8/02/2024
Marca Territorio;1;357;1;3658;0;8/02/2024
Castilla y León Digital;1;2116;3;3521;8;8/02/2024
FUESCYL Fundación Universidades;1;407;2;3677;2;8/02/2024
ITACYL Instituto Técnico Agrario;1;1449;2;2875;0;8/02/2024
Salud+JCYL;1;990;2;50387;5;9/02/2024
Centro de Emergencias Castilla y León 112;1;2167;13;23256;12;9/02/2024
Turismo Castilla y León es Vida;1;1051;3;95165;16;9/02/2024
Tierra de Sabor;1;4237;2;65084;31;9/02/2024
Archivos de Castilla y León;1;809;2;6945;1;9/02/2024
Marca Territorio;1;359;2;3658;0;9/02/2024
Castilla y León Digital;1;2119;3;3522;1;9/02/2024
Empleo en Castilla y León;1;3762;7;14469;3;9/02/2024
Familia;1;497;3;2174;3;9/02/2024
Deporte en Castilla y León;1;725;0;2112;0;9/02/2024
Patrimonio Castilla y León;1;508;0;1436;3;9/02/2024
Instituto de la Juventud de Castilla y León;1;1989;3;18207;10;10/02/2024
Centro de Emergencias Castilla y León 112;1;2172;5;23263;7;10/02/2024
Tierra de Sabor;1;4239;2;65123;39;10/02/2024
Archivos de Castilla y León;1;811;2;6945;0;10/02/2024
Patrimonio Natural;1;399;1;11747;13;10/02/2024
FUESCYL Fundación Universidades;1;409;0;0;0;10/02/2024
Castilla y León Exterior;1;70;0;1024;0;10/02/2024
Familia;1;497;0;2173;-1;10/02/2024
Salud+JCYL;1;994;1;50389;0;11/02/2024
Comunicación Junta de Castilla y León;1;1423;0;38295;12;11/02/2024
Tierra de Sabor;1;4239;0;65154;31;11/02/2024
Deporte en Castilla y León;1;725;0;2111;-1;11/02/2024
Comunicación Junta de Castilla y León;1;1431;8;38302;7;12/02/2024
Turismo Castilla y León es Vida;1;1058;2;95225;17;12/02/2024
ECLAP Escuela de Administración Pública;1;487;1;0;0;12/02/2024
Marca Territorio;1;363;2;3657;0;12/02/2024
Patrimonio Natural;1;401;1;11756;3;12/02/2024
Castilla y León Digital;1;2130;5;3533;3;12/02/2024
FUESCYL Fundación Universidades;1;413;3;0;0;12/02/2024
Empleo en Castilla y León;1;3783;15;14477;3;12/02/2024
Deporte en Castilla y León;1;726;1;2111;0;12/02/2024
Empresas JCYL - ICE;1;0;0;922;0;12/02/2024
Comunicación Junta de Castilla y León;1;1436;5;38341;39;13/02/2024
CREFES Formación y Estudios Sociales;1;45;0;3457;0;13/02/2024
ECLAP Escuela de Administración Pública;1;489;2;0;0;13/02/2024
Patrimonio Natural;1;402;1;11755;-1;13/02/2024
FUESCYL Fundación Universidades;1;414;1;3472;0;13/02/2024
Castilla y León Exterior;1;70;0;1024;0;13/02/2024
Empleo en Castilla y León;1;3796;13;14481;4;13/02/2024
Familia;1;503;3;2181;7;13/02/2024
Deporte en Castilla y León;1;727;1;2111;0;13/02/2024
Museos de Castilla y León;1;930;2;9158;1;14/02/2024
ECLAP Escuela de Administración Pública;1;491;2;0;0;14/02/2024
Castilla y León Digital;1;2135;3;3536;1;14/02/2024
Empleo en Castilla y León;1;3815;19;14492;11;14/02/2024
Patrimonio Castilla y León;1;508;0;1434;-1;14/02/2024
Salud+JCYL;1;1007;3;50387;1;15/02/2024
Instituto de la Juventud de Castilla y León;1;2009;5;18244;5;15/02/2024
Turismo Castilla y León es Vida;1;1063;1;95332;24;15/02/2024
Tierra de Sabor;1;4248;4;65257;7;15/02/2024
CREFES Formación y Estudios Sociales;1;45;0;3457;0;15/02/2024
ITACYL Instituto Técnico Agrario;1;1466;4;2881;1;15/02/2024
Deporte en Castilla y León;1;728;0;2111;0;15/02/2024
Tierra de Sabor;1;4252;4;65260;3;16/02/2024
CREFES Formación y Estudios Sociales;1;45;0;3457;0;16/02/2024
Patrimonio Natural;1;405;1;11770;6;16/02/2024
Familia;1;508;1;2184;1;16/02/2024
Deporte en Castilla y León;1;728;0;2111;0;16/02/2024
Empresas JCYL - ICE;1;0;0;921;0;16/02/2024
Salud+JCYL;1;1013;2;50390;3;17/02/2024
Centro de Emergencias Castilla y León 112;1;2210;6;23285;2;17/02/2024
Archivos de Castilla y León;1;825;2;6943;-1;17/02/2024
Patrimonio Natural;1;406;1;11778;8;17/02/2024
FUESCYL Fundación Universidades;1;418;1;3475;0;17/02/2024
ITACYL Instituto Técnico Agrario;1;1471;2;2885;1;17/02/2024
Deporte en Castilla y León;1;728;0;2111;0;17/02/2024
Patrimonio Castilla y León;1;508;0;1436;0;17/02/2024
Empresas JCYL - ICE;1;0;0;921;0;17/02/2024
Salud+JCYL;1;1015;2;50390;0;18/02/2024
Museos de Castilla y León;1;939;2;9159;1;18/02/2024
Comunicación Junta de Castilla y León;1;1464;2;38367;5;18/02/2024
Archivos de Castilla y León;1;827;2;6944;1;18/02/2024
CREFES Formación y Estudios Sociales;1;45;0;3457;0;18/02/2024
Patrimonio Natural;1;407;1;11782;4;18/02/2024
Castilla y León Digital;1;2150;3;3547;4;18/02/2024
Empresas JCYL - ICE;1;0;0;921;0;18/02/2024
Salud+JCYL;1;1019;4;50394;4;19/02/2024
Instituto de la Juventud de Castilla y León;1;2022;6;18259;3;19/02/2024
Turismo Castilla y León es Vida;1;1070;3;95381;8;19/02/2024
Tierra de Sabor;1;4259;2;65316;48;19/02/2024
Archivos de Castilla y León;1;830;3;6945;1;19/02/2024
FUESCYL Fundación Universidades;1;419;1;3475;0;19/02/2024
Castilla y León Exterior;1;72;0;1024;0;19/02/2024
Empleo en Castilla y León;1;3866;13;14516;5;19/02/2024
ITACYL Instituto Técnico Agrario;1;1476;4;2887;2;19/02/2024
Familia;1;510;2;2185;1;19/02/2024
Instituto de la Juventud de Castilla y León;1;2028;6;18267;8;20/02/2024
Museos de Castilla y León;1;943;2;9167;4;20/02/2024
Centro de Emergencias Castilla y León 112;1;2227;9;23294;3;20/02/2024
Archivos de Castilla y León;1;834;4;6948;3;20/02/2024
ECLAP Escuela de Administración Pública;1;500;1;3972;0;20/02/2024
Familia;1;512;2;2198;13;20/02/2024
Deporte en Castilla y León;1;730;1;2112;0;20/02/2024
Patrimonio Castilla y León;1;508;0;1436;0;20/02/2024
Empresas JCYL - ICE;1;0;0;921;0;20/02/2024
Instituto de la Juventud de Castilla y León;1;2032;4;18306;39;21/02/2024
Museos de Castilla y León;1;945;2;9170;3;21/02/2024
Tierra de Sabor;1;4265;3;65316;-1;21/02/2024
Archivos de Castilla y León;1;837;3;6950;2;21/02/2024
CREFES Formación y Estudios Sociales;1;45;0;3457;0;21/02/2024
ECLAP Escuela de Administración Pública;1;501;1;3973;1;21/02/2024
Empleo en Castilla y León;1;3902;21;14527;4;21/02/2024
Patrimonio Castilla y León;1;508;0;1436;0;21/02/2024
CREFES Formación y Estudios Sociales;1;45;0;3457;0;22/02/2024
Castilla y León Digital;1;2164;3;3550;-1;22/02/2024
FUESCYL Fundación Universidades;1;427;2;3476;0;22/02/2024
Patrimonio Castilla y León;1;508;0;1435;-1;22/02/2024
Empresas JCYL - ICE;1;0;0;921;0;22/02/2024
Salud+JCYL;1;1034;5;50403;0;23/02/2024
Instituto de la Juventud de Castilla y León;1;2042;5;18331;5;23/02/2024
Archivos de Castilla y León;1;841;2;6951;1;23/02/2024
CREFES Formación y Estudios Sociales;1;45;0;3457;0;23/02/2024
Castilla y León Exterior;1;74;0;1024;0;23/02/2024
Empleo en Castilla y León;1;3934;14;14536;4;23/02/2024
ITACYL Instituto Técnico Agrario;1;1487;2;2890;0;23/02/2024
Patrimonio Castilla y León;1;508;0;1435;0;23/02/2024
Empresas JCYL - ICE;1;0;0;922;1;23/02/2024
Salud+JCYL;1;1036;2;50403;0;24/02/2024
Museos de Castilla y León;1;951;2;9170;0;24/02/2024
Centro de Emergencias Castilla y León 112;1;2249;5;23319;13;24/02/2024
Turismo Castilla y León es Vida;1;1076;1;95404;7;24/02/2024
ECLAP Escuela de Administración Pública;1;505;1;3976;0;24/02/2024
FUESCYL Fundación Universidades;1;429;0;3476;0;24/02/2024
Empleo en Castilla y León;1;3937;3;14535;-1;24/02/2024
Deporte en Castilla y León;1;731;0;2147;11;24/02/2024
Patrimonio Castilla y León;1;508;0;1435;0;24/02/2024
Empresas JCYL - ICE;1;0;0;922;0;24/02/2024
Archivos de Castilla y León;1;845;2;6950;0;25/02/2024
Marca Territorio;1;375;0;3659;-1;25/02/2024
Patrimonio Natural;1;414;1;11792;4;25/02/2024
ITACYL Instituto Técnico Agrario;1;1491;1;2893;0;25/02/2024
Familia;1;519;1;2208;4;25/02/2024
Patrimonio Castilla y León;1;508;0;1435;0;25/02/2024
Salud+JCYL;1;1041;3;50408;4;26/02/2024
Patrimonio Natural;1;415;1;11793;1;26/02/2024
Castilla y León Exterior;1;75;1;0;0;26/02/2024
Patrimonio Castilla y León;1;508;0;1435;0;26/02/2024
Empresas JCYL - ICE;1;0;0;922;0;26/02/2024
Instituto de la Juventud de Castilla y León;1;2059;6;18353;4;27/02/2024
Comunicación Junta de Castilla y León;1;1487;1;38446;7;27/02/2024
CREFES Formación y Estudios Sociales;1;45;0;3457;0;27/02/2024
Marca Territorio;1;379;2;3659;0;27/02/2024
Castilla y León Digital;1;2179;3;3560;7;27/02/2024
ITACYL Instituto Técnico Agrario;1;1496;3;2823;0;27/02/2024
Familia;1;521;1;2180;0;27/02/2024
Patrimonio Castilla y León;1;508;0;1435;0;27/02/2024
Salud+JCYL;1;1047;3;50414;2;28/02/2024
Instituto de la Juventud de Castilla y León;1;2064;5;18365;12;28/02/2024
Museos de Castilla y León;1;960;3;9174;1;28/02/2024
Comunicación Junta de Castilla y León;1;1492;5;38458;12;28/02/2024
Marca Territorio;1;382;3;3660;1;28/02/2024
Patrimonio Natural;1;417;1;11792;-1;28/02/2024
Instituto de la Juventud de Castilla y León;1;2069;5;18366;1;29/02/2024
Comunicación Junta de Castilla y León;1;1501;9;38461;3;29/02/2024
Castilla y León Exterior;1;76;1;1016;0;29/02/2024
ITACYL Instituto Técnico Agrario;1;1503;5;2828;0;29/02/2024
Familia;1;524;3;2181;0;29/02/2024
Empresas JCYL - ICE;1;0;0;876;0;29/02/2024
Museos de Castilla y León;1;967;4;9175;-1;1/03/2024
Turismo Castilla y León es Vida;1;1086;3;95448;8;1/03/2024
Tierra de Sabor;1;4289;1;65362;5;1/03/2024
Archivos de Castilla y León;1;856;2;6949;0;1/03/2024
ECLAP Escuela de Administración Pública;1;516;2;3979;0;1/03/2024
Castilla y León Digital;1;2191;4;3566;1;1/03/2024
FUESCYL Fundación Universidades;1;437;2;3481;1;1/03/2024
Castilla y León Exterior;1;77;1;1018;2;1/03/2024
Empleo en Castilla y León;1;4022;15;14442;9;1/03/2024
Familia;1;525;1;2181;0;1/03/2024
Empresas JCYL - ICE;1;0;0;876;0;1/03/2024
Instituto de la Juventud de Castilla y León;1;2076;3;18373;2;2/03/2024
Museos de Castilla y León;1;969;2;9177;2;2/03/2024
Turismo Castilla y León es Vida;1;1088;2;95459;11;2/03/2024
Tierra de Sabor;1;4291;2;65367;5;2/03/2024
CREFES Formación y Estudios Sociales;1;45;0;3457;0;2/03/2024
Patrimonio Natural;1;420;1;11799;3;2/03/2024
Castilla y León Digital;1;2194;3;3567;1;2/03/2024
Deporte en Castilla y León;1;739;0;2239;0;2/03/2024
Patrimonio Castilla y León;1;508;0;1435;0;2/03/2024
Empresas JCYL - ICE;1;0;0;876;0;2/03/2024
Museos de Castilla y León;1;971;2;9177;0;3/03/2024
Comunicación Junta de Castilla y León;1;1510;1;38475;7;3/03/2024
CREFES Formación y Estudios Sociales;1;45;0;3457;0;3/03/2024
ECLAP Escuela de Administración Pública;1;520;2;3982;0;3/03/2024
Patrimonio Natural;1;421;1;11801;2;3/03/2024
Castilla y León Exterior;1;77;0;1018;0;3/03/2024
Empleo en Castilla y León;1;4026;2;14451;4;3/03/2024
ITACYL Instituto Técnico Agrario;1;1508;1;2830;0;3/03/2024
Deporte en Castilla y León;1;739;0;2239;0;3/03/2024
Comunicación Junta de Castilla y León;1;1519;9;38478;3;4/03/2024
Centro de Emergencias Castilla y León 112;1;2306;6;23427;12;4/03/2024
Archivos de Castilla y León;1;862;2;6949;0;4/03/2024
Castilla y León Exterior;1;77;0;1018;0;4/03/2024
Familia;1;525;0;2182;0;4/03/2024
Museos de Castilla y León;1;975;2;9186;2;5/03/2024
Turismo Castilla y León es Vida;1;1094;1;95503;13;5/03/2024
Tierra de Sabor;1;4298;2;65380;6;5/03/2024
Marca Territorio;1;391;2;3675;0;5/03/2024
Patrimonio Natural;1;423;1;11804;0;5/03/2024
ITACYL Instituto Técnico Agrario;1;1514;4;2830;0;5/03/2024
Instituto de la Juventud de Castilla y León;1;2095;6;18387;10;6/03/2024
Museos de Castilla y León;1;977;2;9187;1;6/03/2024
Archivos de Castilla y León;1;866;2;6949;0;6/03/2024
CREFES Formación y Estudios Sociales;1;45;0;3457;0;6/03/2024
ECLAP Escuela de Administración Pública;1;524;1;3984;2;6/03/2024
Empleo en Castilla y León;1;4069;19;14476;3;6/03/2024
ITACYL Instituto Técnico Agrario;1;1518;4;2829;-1;6/03/2024
Empresas JCYL - ICE;1;0;0;876;-1;6/03/2024
Salud+JCYL;1;1072;3;50430;-1;7/03/2024
Castilla y León Exterior;1;77;0;1018;0;7/03/2024
Empleo en Castilla y León;1;4081;12;14490;14;7/03/2024
Salud+JCYL;1;1076;4;50436;6;8/03/2024
